shipment_id,order_id,carrier,shipping_method,shipping_cost,delay_days,delay_reason
SHP007912,ORD007912,FedEx,Expedited,28.25,0,No Delay
SHP007913,ORD007913,FedEx,Expedited,16.25,0,No Delay
SHP007914,ORD007914,DHL,Standard,9.84,0,No Delay
SHP007915,ORD007915,DHL,Standard,8.52,0,No Delay
SHP007916,ORD007916,Regional Carrier,Standard,14.29,0,No Delay
SHP007917,ORD007917,FedEx,Standard,20.28,5,Carrier Delay
SHP007918,ORD007918,UPS,Standard,15.07,0,No Delay
SHP007919,ORD007919,FedEx,Priority,49.43,0,No Delay
SHP007920,ORD007920,DHL,Standard,8.34,0,No Delay
SHP007921,ORD007921,UPS,Expedited,26.29,0,No Delay
SHP007922,ORD007922,UPS,Expedited,18.2,0,No Delay
SHP007923,ORD007923,UPS,Expedited,17.18,0,No Delay
SHP007924,ORD007924,USPS,Standard,9.62,0,No Delay
SHP007925,ORD007925,UPS,Standard,15.83,0,No Delay
SHP007926,ORD007926,DHL,Standard,8.31,0,No Delay
SHP007927,ORD007927,USPS,Standard,9.39,0,No Delay
SHP007928,ORD007928,DHL,Expedited,27.65,6,Labor Constraint
SHP007929,ORD007929,UPS,Priority,54.37,0,No Delay
SHP007930,ORD007930,UPS,Standard,16.6,0,No Delay
SHP007931,ORD007931,USPS,Standard,10.35,0,No Delay
SHP007932,ORD007932,USPS,Standard,14.26,0,No Delay
SHP007933,ORD007933,FedEx,Expedited,29.99,0,No Delay
SHP007934,ORD007934,FedEx,Standard,23.41,6,Inventory Shortage
SHP007935,ORD007935,DHL,Priority,43.42,8,System Issue
SHP007936,ORD007936,FedEx,Standard,8.48,0,No Delay
SHP007937,ORD007937,DHL,Expedited,26.83,0,No Delay
SHP007938,ORD007938,FedEx,Expedited,23.32,0,No Delay
SHP007939,ORD007939,Regional Carrier,Expedited,29.75,0,No Delay
SHP007940,ORD007940,DHL,Priority,45.85,0,No Delay
SHP007941,ORD007941,Regional Carrier,Standard,12.77,0,No Delay
SHP007942,ORD007942,FedEx,Expedited,20.76,0,No Delay
SHP007943,ORD007943,UPS,Expedited,26.96,0,No Delay
SHP007944,ORD007944,DHL,Priority,30.61,0,No Delay
SHP007945,ORD007945,UPS,Standard,11.47,0,No Delay
SHP007946,ORD007946,UPS,Standard,29.71,8,Inventory Shortage
SHP007947,ORD007947,USPS,Standard,17.32,0,No Delay
SHP007948,ORD007948,DHL,Standard,11.28,0,No Delay
SHP007949,ORD007949,DHL,Standard,14.22,0,No Delay
SHP007950,ORD007950,USPS,Standard,23.24,3,Supplier Delay
SHP007951,ORD007951,DHL,Expedited,33.78,0,No Delay
SHP007952,ORD007952,USPS,Standard,27.64,6,Weather
SHP007953,ORD007953,Regional Carrier,Expedited,26.46,0,No Delay
SHP007954,ORD007954,UPS,Standard,12.61,0,No Delay
SHP007955,ORD007955,USPS,Expedited,25.8,0,No Delay
SHP007956,ORD007956,USPS,Expedited,20.07,0,No Delay
SHP007957,ORD007957,FedEx,Standard,14.95,0,No Delay
SHP007958,ORD007958,USPS,Standard,20.41,8,Weather
SHP007959,ORD007959,USPS,Expedited,20.91,0,No Delay
SHP007960,ORD007960,FedEx,Standard,11.94,0,No Delay
SHP007961,ORD007961,UPS,Priority,28.69,0,No Delay
SHP007962,ORD007962,Regional Carrier,Standard,10.46,0,No Delay
SHP007963,ORD007963,USPS,Standard,22.16,7,System Issue
SHP007964,ORD007964,Regional Carrier,Expedited,33.92,0,No Delay
SHP007965,ORD007965,Regional Carrier,Expedited,24.42,0,No Delay
SHP007966,ORD007966,USPS,Expedited,30.78,0,No Delay
SHP007967,ORD007967,Regional Carrier,Standard,7.05,0,No Delay
SHP007968,ORD007968,DHL,Expedited,22.99,3,System Issue
SHP007969,ORD007969,UPS,Standard,9.88,0,No Delay
SHP007970,ORD007970,UPS,Expedited,20.67,0,No Delay
SHP007971,ORD007971,Regional Carrier,Expedited,34.68,0,No Delay
SHP007972,ORD007972,DHL,Standard,15.19,0,No Delay
SHP007973,ORD007973,DHL,Standard,8.55,0,No Delay
SHP007974,ORD007974,DHL,Standard,17.27,0,No Delay
SHP007975,ORD007975,Regional Carrier,Expedited,29.79,0,No Delay
SHP007976,ORD007976,Regional Carrier,Standard,15.43,0,No Delay
SHP007977,ORD007977,Regional Carrier,Priority,37.3,0,No Delay
SHP007978,ORD007978,Regional Carrier,Expedited,30.42,0,No Delay
SHP007979,ORD007979,DHL,Standard,7.97,1,Labor Constraint
SHP007980,ORD007980,USPS,Standard,11.71,0,No Delay
SHP007981,ORD007981,Regional Carrier,Standard,15.12,0,No Delay
SHP007982,ORD007982,DHL,Standard,28.71,7,Weather
SHP007983,ORD007983,FedEx,Standard,24.21,7,Supplier Delay
SHP007984,ORD007984,DHL,Standard,7.15,0,No Delay
SHP007985,ORD007985,Regional Carrier,Priority,31.95,0,No Delay
SHP007986,ORD007986,DHL,Priority,34.78,0,No Delay
SHP007987,ORD007987,USPS,Standard,17.03,0,No Delay
SHP007988,ORD007988,Regional Carrier,Expedited,27.5,0,No Delay
SHP007989,ORD007989,FedEx,Standard,10.65,0,No Delay
SHP007990,ORD007990,FedEx,Expedited,23.94,0,No Delay
SHP007991,ORD007991,FedEx,Expedited,24.46,0,No Delay
SHP007992,ORD007992,DHL,Standard,10.95,0,No Delay
SHP007993,ORD007993,USPS,Standard,12.68,0,No Delay
SHP007994,ORD007994,USPS,Standard,14.32,0,No Delay
SHP007995,ORD007995,DHL,Expedited,27.67,6,Labor Constraint
SHP007996,ORD007996,USPS,Expedited,31.6,0,No Delay
SHP007997,ORD007997,USPS,Expedited,24.73,0,No Delay
SHP007998,ORD007998,Regional Carrier,Expedited,27.13,2,Inventory Shortage
SHP007999,ORD007999,FedEx,Standard,6.67,0,No Delay
SHP008000,ORD008000,Regional Carrier,Standard,15.33,0,No Delay
SHP008001,ORD008001,UPS,Expedited,34.59,0,No Delay
SHP008002,ORD008002,UPS,Expedited,15.52,0,No Delay
SHP008003,ORD008003,Regional Carrier,Expedited,26.14,0,No Delay
SHP008004,ORD008004,UPS,Priority,26.3,0,No Delay
SHP008005,ORD008005,FedEx,Expedited,20.8,0,No Delay
SHP008006,ORD008006,Regional Carrier,Expedited,17.06,0,No Delay
SHP008007,ORD008007,UPS,Standard,14.52,0,No Delay
SHP008008,ORD008008,DHL,Standard,16.29,0,No Delay
SHP008009,ORD008009,Regional Carrier,Standard,9.86,0,No Delay
SHP008010,ORD008010,Regional Carrier,Priority,35.34,0,No Delay
SHP008011,ORD008011,Regional Carrier,Standard,17.78,2,Labor Constraint
SHP008012,ORD008012,USPS,Standard,10.23,0,No Delay
SHP008013,ORD008013,USPS,Standard,15.44,0,No Delay
SHP008014,ORD008014,Regional Carrier,Standard,23.8,7,Carrier Delay
SHP008015,ORD008015,Regional Carrier,Expedited,26.35,0,No Delay
SHP008016,ORD008016,Regional Carrier,Priority,34.63,0,No Delay
SHP008017,ORD008017,FedEx,Standard,13.68,0,No Delay
SHP008018,ORD008018,DHL,Standard,11.76,0,No Delay
SHP008019,ORD008019,FedEx,Standard,9.8,0,No Delay
SHP008020,ORD008020,UPS,Standard,7.94,0,No Delay
SHP008021,ORD008021,USPS,Expedited,19.21,0,No Delay
SHP008022,ORD008022,Regional Carrier,Standard,8.47,0,No Delay
SHP008023,ORD008023,DHL,Standard,8.81,0,No Delay
SHP008024,ORD008024,Regional Carrier,Standard,17.3,0,No Delay
SHP008025,ORD008025,DHL,Standard,10.8,0,No Delay
SHP008026,ORD008026,USPS,Standard,16.98,0,No Delay
SHP008028,ORD008028,UPS,Expedited,28.0,0,No Delay
SHP008029,ORD008029,DHL,Standard,11.38,1,System Issue
SHP008030,ORD008030,DHL,Expedited,20.68,0,No Delay
SHP008031,ORD008031,DHL,Standard,6.68,0,No Delay
SHP008032,ORD008032,UPS,Standard,14.53,0,No Delay
SHP008033,ORD008033,FedEx,Standard,12.32,0,No Delay
SHP008034,ORD008034,FedEx,Standard,7.23,0,No Delay
SHP008035,ORD008035,DHL,Standard,10.28,0,No Delay
SHP008036,ORD008036,USPS,Standard,14.05,0,No Delay
SHP008037,ORD008037,USPS,Expedited,17.26,0,No Delay
SHP008038,ORD008038,USPS,Standard,13.78,0,No Delay
SHP008039,ORD008039,DHL,Standard,16.46,4,Carrier Delay
SHP008040,ORD008040,UPS,Standard,16.95,0,No Delay
SHP008041,ORD008041,UPS,Expedited,18.08,0,No Delay
SHP008042,ORD008042,USPS,Standard,6.72,0,No Delay
SHP008043,ORD008043,DHL,Standard,9.42,0,No Delay
SHP008044,ORD008044,USPS,Expedited,28.12,4,Inventory Shortage
SHP008045,ORD008045,USPS,Standard,15.23,0,No Delay
SHP008046,ORD008046,UPS,Standard,11.3,0,No Delay
SHP008047,ORD008047,FedEx,Standard,14.03,0,No Delay
SHP008048,ORD008048,FedEx,Standard,15.84,4,System Issue
SHP008049,ORD008049,Regional Carrier,Expedited,21.17,0,No Delay
SHP008050,ORD008050,UPS,Standard,16.89,0,No Delay
SHP008051,ORD008051,FedEx,Expedited,31.52,0,No Delay
SHP008052,ORD008052,DHL,Expedited,33.36,0,No Delay
SHP008053,ORD008053,USPS,Expedited,18.3,0,No Delay
SHP008054,ORD008054,Regional Carrier,Standard,6.46,0,No Delay
SHP008055,ORD008055,DHL,Standard,14.85,2,Labor Constraint
SHP008056,ORD008056,UPS,Standard,14.35,0,No Delay
SHP008057,ORD008057,UPS,Standard,10.4,0,No Delay
SHP008058,ORD008058,UPS,Expedited,21.78,0,No Delay
SHP008059,ORD008059,DHL,Standard,13.17,0,No Delay
SHP008060,ORD008060,UPS,Standard,17.11,0,No Delay
SHP008061,ORD008061,DHL,Standard,10.6,0,No Delay
SHP008062,ORD008062,FedEx,Priority,33.26,0,No Delay
SHP008063,ORD008063,FedEx,Expedited,24.32,0,No Delay
SHP008064,ORD008064,UPS,Standard,16.98,0,No Delay
SHP008065,ORD008065,DHL,Expedited,31.26,0,No Delay
SHP008066,ORD008066,Regional Carrier,Expedited,16.54,0,No Delay
SHP008067,ORD008067,Regional Carrier,Standard,11.33,0,No Delay
SHP008068,ORD008068,USPS,Standard,12.25,0,No Delay
SHP008069,ORD008069,UPS,Expedited,35.12,8,Weather
SHP008070,ORD008070,UPS,Standard,11.32,0,No Delay
SHP008071,ORD008071,UPS,Standard,13.41,0,No Delay
SHP008072,ORD008072,USPS,Standard,13.91,2,System Issue
SHP008073,ORD008073,DHL,Standard,11.69,0,No Delay
SHP008074,ORD008074,FedEx,Standard,21.57,7,Carrier Delay
SHP008075,ORD008075,DHL,Standard,8.72,0,No Delay
SHP008076,ORD008076,FedEx,Standard,13.34,0,No Delay
SHP008077,ORD008077,UPS,Standard,7.99,0,No Delay
SHP008078,ORD008078,Regional Carrier,Standard,17.37,0,No Delay
SHP008079,ORD008079,USPS,Expedited,17.0,0,No Delay
SHP008080,ORD008080,USPS,Standard,9.17,0,No Delay
SHP008081,ORD008081,Regional Carrier,Standard,15.13,0,No Delay
SHP008082,ORD008082,DHL,Standard,9.25,0,No Delay
SHP008083,ORD008083,FedEx,Expedited,20.87,0,No Delay
SHP008084,ORD008084,UPS,Standard,14.49,0,No Delay
SHP008085,ORD008085,FedEx,Standard,15.22,0,No Delay
SHP008086,ORD008086,DHL,Standard,9.21,0,No Delay
SHP008087,ORD008087,FedEx,Priority,36.82,0,No Delay
SHP008088,ORD008088,FedEx,Expedited,33.98,0,No Delay
SHP008089,ORD008089,DHL,Standard,11.24,0,No Delay
SHP008090,ORD008090,FedEx,Standard,12.54,0,No Delay
SHP008091,ORD008091,DHL,Standard,20.33,4,System Issue
SHP008092,ORD008092,Regional Carrier,Standard,7.51,0,No Delay
SHP008093,ORD008093,USPS,Standard,9.33,0,No Delay
SHP008094,ORD008094,USPS,Expedited,31.54,0,No Delay
SHP008095,ORD008095,UPS,Expedited,34.86,0,No Delay
SHP008096,ORD008096,DHL,Priority,38.87,0,No Delay
SHP008097,ORD008097,DHL,Standard,11.77,0,No Delay
SHP008098,ORD008098,FedEx,Standard,12.62,0,No Delay
SHP008099,ORD008099,UPS,Standard,6.58,0,No Delay
SHP008100,ORD008100,Regional Carrier,Standard,11.49,0,No Delay
SHP008101,ORD008101,Regional Carrier,Expedited,23.27,0,No Delay
SHP008102,ORD008102,Regional Carrier,Standard,7.58,0,No Delay
SHP008103,ORD008103,UPS,Expedited,27.76,0,No Delay
SHP008104,ORD008104,UPS,Standard,12.38,3,System Issue
SHP008105,ORD008105,Regional Carrier,Standard,11.31,0,No Delay
SHP008106,ORD008106,UPS,Standard,6.99,0,No Delay
SHP008107,ORD008107,UPS,Standard,9.83,0,No Delay
SHP008108,ORD008108,UPS,Standard,15.33,0,No Delay
SHP008109,ORD008109,FedEx,Priority,47.27,0,No Delay
SHP008110,ORD008110,DHL,Priority,34.67,0,No Delay
SHP008111,ORD008111,FedEx,Expedited,18.1,0,No Delay
SHP008112,ORD008112,DHL,Standard,12.11,0,No Delay
SHP008113,ORD008113,Regional Carrier,Standard,20.51,7,Labor Constraint
SHP008114,ORD008114,FedEx,Standard,15.33,0,No Delay
SHP008115,ORD008115,FedEx,Standard,13.5,0,No Delay
SHP008116,ORD008116,UPS,Standard,16.78,0,No Delay
SHP008117,ORD008117,DHL,Standard,19.02,1,Weather
SHP008118,ORD008118,Regional Carrier,Priority,28.28,0,No Delay
SHP008119,ORD008119,Regional Carrier,Expedited,34.22,0,No Delay
SHP008120,ORD008120,USPS,Standard,7.51,0,No Delay
SHP008121,ORD008121,UPS,Priority,61.15,5,Labor Constraint
SHP008122,ORD008122,DHL,Standard,17.03,0,No Delay
SHP008123,ORD008123,USPS,Priority,43.04,3,Carrier Delay
SHP008124,ORD008124,FedEx,Standard,12.71,0,No Delay
SHP008125,ORD008125,USPS,Priority,45.97,0,No Delay
SHP008126,ORD008126,Regional Carrier,Standard,12.88,0,No Delay
SHP008127,ORD008127,USPS,Priority,51.58,1,Weather
SHP008128,ORD008128,UPS,Standard,9.83,0,No Delay
SHP008129,ORD008129,Regional Carrier,Standard,11.0,0,No Delay
SHP008130,ORD008130,Regional Carrier,Standard,13.43,0,No Delay
SHP008131,ORD008131,FedEx,Standard,6.03,0,No Delay
SHP008132,ORD008132,USPS,Standard,8.2,0,No Delay
SHP008133,ORD008133,Regional Carrier,Priority,49.02,0,No Delay
SHP008134,ORD008134,USPS,Standard,7.63,0,No Delay
SHP008135,ORD008135,Regional Carrier,Standard,14.39,0,No Delay
SHP008136,ORD008136,FedEx,Standard,26.25,7,Carrier Delay
SHP008137,ORD008137,UPS,Standard,15.85,0,No Delay
SHP008138,ORD008138,FedEx,Standard,10.31,0,No Delay
SHP008139,ORD008139,Regional Carrier,Standard,17.66,0,No Delay
SHP008140,ORD008140,Regional Carrier,Standard,10.24,0,No Delay
SHP008141,ORD008141,Regional Carrier,Expedited,33.32,0,No Delay
SHP008142,ORD008142,USPS,Standard,11.99,0,No Delay
SHP008143,ORD008143,USPS,Standard,20.82,6,System Issue
SHP008144,ORD008144,UPS,Expedited,28.66,0,No Delay
SHP008145,ORD008145,USPS,Priority,37.31,1,Supplier Delay
SHP008146,ORD008146,Regional Carrier,Standard,9.46,0,No Delay
SHP008147,ORD008147,UPS,Standard,14.35,0,No Delay
SHP008149,ORD008149,UPS,Standard,13.56,0,No Delay
SHP008150,ORD008150,FedEx,Standard,6.07,0,No Delay
SHP008151,ORD008151,UPS,Standard,11.48,0,No Delay
SHP008152,ORD008152,FedEx,Expedited,34.73,0,No Delay
SHP008153,ORD008153,FedEx,Standard,12.75,0,No Delay
SHP008154,ORD008154,USPS,Expedited,17.21,0,No Delay
SHP008155,ORD008155,UPS,Standard,7.74,0,No Delay
SHP008156,ORD008156,UPS,Priority,35.94,0,No Delay
SHP008157,ORD008157,USPS,Standard,15.43,0,No Delay
SHP008158,ORD008158,UPS,Standard,24.24,6,Supplier Delay
SHP008159,ORD008159,Regional Carrier,Standard,6.29,0,No Delay
SHP008160,ORD008160,UPS,Standard,14.28,1,Labor Constraint
SHP008161,ORD008161,DHL,Priority,30.07,0,No Delay
SHP008162,ORD008162,UPS,Standard,7.88,0,No Delay
SHP008163,ORD008163,FedEx,Expedited,16.09,0,No Delay
SHP008164,ORD008164,UPS,Standard,8.8,0,No Delay
SHP008165,ORD008165,FedEx,Priority,49.75,0,No Delay
SHP008166,ORD008166,USPS,Expedited,18.92,0,No Delay
SHP008167,ORD008167,UPS,Expedited,32.72,0,No Delay
SHP008168,ORD008168,DHL,Expedited,28.07,0,No Delay
SHP008169,ORD008169,DHL,Expedited,29.68,0,No Delay
SHP008171,ORD008171,UPS,Standard,7.28,0,No Delay
SHP008172,ORD008172,Regional Carrier,Standard,15.26,0,No Delay
SHP008173,ORD008173,FedEx,Expedited,28.29,0,No Delay
SHP008174,ORD008174,FedEx,Standard,11.38,0,No Delay
SHP008175,ORD008175,Regional Carrier,Expedited,24.14,0,No Delay
SHP008176,ORD008176,UPS,Standard,17.94,0,No Delay
SHP008177,ORD008177,UPS,Expedited,16.22,0,No Delay
SHP008179,ORD008179,USPS,Standard,16.32,0,No Delay
SHP008180,ORD008180,FedEx,Standard,13.56,0,No Delay
SHP008181,ORD008181,FedEx,Expedited,29.63,0,No Delay
SHP008183,ORD008183,Regional Carrier,Expedited,29.73,0,No Delay
SHP008184,ORD008184,FedEx,Standard,14.17,0,No Delay
SHP008185,ORD008185,DHL,Priority,50.65,0,No Delay
SHP008186,ORD008186,DHL,Expedited,31.35,0,No Delay
SHP008187,ORD008187,DHL,Expedited,25.88,0,No Delay
SHP008188,ORD008188,DHL,Standard,9.38,0,No Delay
SHP008189,ORD008189,Regional Carrier,Priority,26.79,0,No Delay
SHP008190,ORD008190,FedEx,Standard,15.34,0,No Delay
SHP008191,ORD008191,DHL,Standard,11.4,0,No Delay
SHP008192,ORD008192,FedEx,Standard,10.22,0,No Delay
SHP008193,ORD008193,UPS,Standard,11.31,0,No Delay
SHP008194,ORD008194,USPS,Expedited,21.78,0,No Delay
SHP008195,ORD008195,Regional Carrier,Expedited,17.76,0,No Delay
SHP008196,ORD008196,UPS,Expedited,23.4,2,System Issue
SHP008197,ORD008197,DHL,Standard,20.98,5,Weather
SHP008198,ORD008198,UPS,Standard,11.77,0,No Delay
SHP008199,ORD008199,USPS,Standard,13.57,0,No Delay
SHP008200,ORD008200,FedEx,Standard,29.7,8,System Issue
SHP008201,ORD008201,DHL,Standard,11.4,0,No Delay
SHP008202,ORD008202,UPS,Expedited,40.31,8,Carrier Delay
SHP008203,ORD008203,DHL,Expedited,19.45,0,No Delay
SHP008204,ORD008204,UPS,Standard,16.46,0,No Delay
SHP008205,ORD008205,UPS,Standard,16.81,4,Inventory Shortage
SHP008206,ORD008206,UPS,Standard,12.7,0,No Delay
SHP008207,ORD008207,DHL,Expedited,25.09,0,No Delay
SHP008208,ORD008208,Regional Carrier,Standard,16.89,6,System Issue
SHP008209,ORD008209,USPS,Standard,13.86,0,No Delay
SHP008210,ORD008210,USPS,Standard,9.84,0,No Delay
SHP008211,ORD008211,FedEx,Standard,12.33,0,No Delay
SHP008212,ORD008212,Regional Carrier,Expedited,29.73,0,No Delay
SHP008213,ORD008213,USPS,Standard,7.45,0,No Delay
SHP008214,ORD008214,DHL,Standard,16.58,0,No Delay
SHP008215,ORD008215,USPS,Standard,7.86,0,No Delay
SHP008216,ORD008216,USPS,Standard,6.17,0,No Delay
SHP008217,ORD008217,UPS,Standard,6.42,0,No Delay
SHP008218,ORD008218,DHL,Standard,14.16,0,No Delay
SHP008219,ORD008219,DHL,Standard,10.03,0,No Delay
SHP008220,ORD008220,USPS,Standard,7.82,0,No Delay
SHP008221,ORD008221,FedEx,Standard,10.12,0,No Delay
SHP008222,ORD008222,Regional Carrier,Priority,53.21,0,No Delay
SHP008223,ORD008223,FedEx,Priority,25.37,0,No Delay
SHP008224,ORD008224,UPS,Standard,14.1,0,No Delay
SHP008225,ORD008225,FedEx,Standard,16.05,0,No Delay
SHP008226,ORD008226,DHL,Standard,13.65,0,No Delay
SHP008227,ORD008227,Regional Carrier,Standard,16.25,0,No Delay
SHP008228,ORD008228,UPS,Standard,15.58,0,No Delay
SHP008229,ORD008229,Regional Carrier,Expedited,29.56,0,No Delay
SHP008230,ORD008230,FedEx,Standard,16.5,0,No Delay
SHP008231,ORD008231,DHL,Standard,17.14,0,No Delay
SHP008232,ORD008232,DHL,Standard,8.25,0,No Delay
SHP008233,ORD008233,Regional Carrier,Priority,48.39,3,System Issue
SHP008234,ORD008234,UPS,Expedited,33.88,0,No Delay
SHP008235,ORD008235,USPS,Expedited,19.14,0,No Delay
SHP008236,ORD008236,Regional Carrier,Standard,6.51,0,No Delay
SHP008237,ORD008237,Regional Carrier,Standard,10.38,0,No Delay
SHP008238,ORD008238,UPS,Priority,51.31,0,No Delay
SHP008239,ORD008239,Regional Carrier,Standard,15.66,0,No Delay
SHP008240,ORD008240,UPS,Standard,10.38,0,No Delay
SHP008241,ORD008241,FedEx,Priority,47.7,0,No Delay
SHP008242,ORD008242,USPS,Expedited,29.09,0,No Delay
SHP008243,ORD008243,FedEx,Standard,8.11,0,No Delay
SHP008244,ORD008244,UPS,Standard,14.07,0,No Delay
SHP008245,ORD008245,DHL,Standard,11.21,0,No Delay
SHP008246,ORD008246,DHL,Standard,6.24,0,No Delay
SHP008247,ORD008247,Regional Carrier,Standard,13.56,0,No Delay
SHP008248,ORD008248,USPS,Standard,14.12,0,No Delay
SHP008249,ORD008249,DHL,Standard,6.27,0,No Delay
SHP008250,ORD008250,FedEx,Standard,22.18,4,Inventory Shortage
SHP008251,ORD008251,FedEx,Expedited,17.46,0,No Delay
SHP008252,ORD008252,USPS,Standard,12.85,0,No Delay
SHP008253,ORD008253,USPS,Priority,50.54,0,No Delay
SHP008254,ORD008254,Regional Carrier,Standard,15.35,0,No Delay
SHP008255,ORD008255,USPS,Expedited,32.98,0,No Delay
SHP008256,ORD008256,DHL,Standard,6.33,0,No Delay
SHP008257,ORD008257,UPS,Standard,17.48,0,No Delay
SHP008258,ORD008258,DHL,Standard,8.35,0,No Delay
SHP008259,ORD008259,UPS,Standard,13.89,0,No Delay
SHP008260,ORD008260,UPS,Expedited,20.41,0,No Delay
SHP008261,ORD008261,USPS,Standard,15.21,0,No Delay
SHP008262,ORD008262,DHL,Expedited,20.4,0,No Delay
SHP008263,ORD008263,DHL,Expedited,20.1,0,No Delay
SHP008264,ORD008264,UPS,Standard,8.89,0,No Delay
SHP008265,ORD008265,DHL,Standard,6.08,0,No Delay
SHP008266,ORD008266,USPS,Standard,16.98,0,No Delay
SHP008267,ORD008267,USPS,Standard,17.09,0,No Delay
SHP008268,ORD008268,DHL,Expedited,29.63,0,No Delay
SHP008269,ORD008269,FedEx,Expedited,32.63,0,No Delay
SHP008270,ORD008270,FedEx,Expedited,29.98,0,No Delay
SHP008272,ORD008272,UPS,Standard,17.14,0,No Delay
SHP008273,ORD008273,DHL,Expedited,31.84,0,No Delay
SHP008274,ORD008274,Regional Carrier,Standard,28.8,7,Carrier Delay
SHP008275,ORD008275,USPS,Standard,13.59,0,No Delay
SHP008276,ORD008276,UPS,Standard,17.68,0,No Delay
SHP008277,ORD008277,UPS,Standard,12.85,0,No Delay
SHP008278,ORD008278,UPS,Standard,10.35,2,Inventory Shortage
SHP008279,ORD008279,UPS,Standard,16.0,0,No Delay
SHP008280,ORD008280,USPS,Standard,11.34,0,No Delay
SHP008281,ORD008281,FedEx,Standard,6.18,0,No Delay
SHP008282,ORD008282,FedEx,Standard,17.29,0,No Delay
SHP008283,ORD008283,UPS,Expedited,18.15,0,No Delay
SHP008284,ORD008284,UPS,Standard,11.06,0,No Delay
SHP008285,ORD008285,Regional Carrier,Standard,17.38,0,No Delay
SHP008286,ORD008286,DHL,Expedited,24.51,0,No Delay
SHP008287,ORD008287,USPS,Standard,6.98,0,No Delay
SHP008288,ORD008288,USPS,Expedited,24.33,0,No Delay
SHP008289,ORD008289,Regional Carrier,Standard,12.17,0,No Delay
SHP008290,ORD008290,Regional Carrier,Expedited,28.36,1,System Issue
SHP008291,ORD008291,FedEx,Standard,9.2,0,No Delay
SHP008292,ORD008292,FedEx,Standard,12.96,0,No Delay
SHP008293,ORD008293,UPS,Standard,17.58,0,No Delay
SHP008294,ORD008294,USPS,Standard,11.82,0,No Delay
SHP008295,ORD008295,DHL,Expedited,32.45,0,No Delay
SHP008296,ORD008296,Regional Carrier,Expedited,40.33,8,Weather
SHP008297,ORD008297,UPS,Standard,14.21,0,No Delay
SHP008298,ORD008298,DHL,Standard,24.89,5,Carrier Delay
SHP008299,ORD008299,DHL,Expedited,26.58,1,Carrier Delay
SHP008300,ORD008300,UPS,Standard,17.19,0,No Delay
SHP008301,ORD008301,UPS,Expedited,28.9,0,No Delay
SHP008302,ORD008302,DHL,Priority,28.82,0,No Delay
SHP008303,ORD008303,Regional Carrier,Standard,12.28,0,No Delay
SHP008304,ORD008304,USPS,Expedited,30.18,0,No Delay
SHP008305,ORD008305,Regional Carrier,Standard,19.32,6,Carrier Delay
SHP008306,ORD008306,USPS,Standard,10.02,0,No Delay
SHP008307,ORD008307,UPS,Standard,23.07,7,Weather
SHP008308,ORD008308,DHL,Priority,33.28,0,No Delay
SHP008309,ORD008309,USPS,Standard,12.54,0,No Delay
SHP008310,ORD008310,Regional Carrier,Standard,24.26,8,Labor Constraint
